ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
กระเทียม,10,8,ผัก,0,0001
กวางตุ้ง,10,8,ผัก,0,0002
กวางตุ้งดอก,10,8,ผัก,0,0003
กะปิกระปุกใหญ่ ฝาแดง,65,52,ผัก,2,0004
กะเพรา,5,4,ผัก,0,0005
ผักรวม คละ 30บ.,30,25,ผัก,8,678543
กระชาย 15บ.,15,11,ผัก,6,678555
108 เห็ดเข็ม ,20,18,ผัก,120,6936489101959
ละมุด ,35,30,ผัก,4,7810072029006
เห็ดเข็มทอง 300ก.,20,18,ผัก,119,8855718000932
เห็ดเข็มทอง,15,11,ผัก,108,8858836201205
