ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
น้ำส้มสายชูตราเด็ก700มล,25,19,น้ำส้มสายชู,3,8850206225026
น้ำส้มตราเด็ก300มล,15,12,น้ำส้มสายชู,6,8850206225125
ทิพรส น้ำส้ม700มล,22,17,น้ำส้มสายชู,6,8850545777712
น้ำส้มคิวพี700ก,25,19,น้ำส้มสายชู,50,8852022050608
