ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
คัพโจ๊ก รสหมู 32ก,12,8,โจ๊ก,1,8850144208112
ข้าวต้ม รสแซลมอนสาหร่าย 40ก,15,11,โจ๊ก,50,8850144227656
