ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
สเปรย์ปรับอากาศ คิงส์สเตลล่า,50,45,น้ำหอมปรับอากาศ,100,8850299000289
โคอาล่าเดอะเเบร์ เมลอน 150มล.,55,43,น้ำหอมปรับอากาศ,1,8858764815253
โคอาล่าเดอะเเบร์ ลาเวนเดอร์ 150มล.,55,43,น้ำหอมปรับอากาศ,1,8858764815260
โคอาล่าเดอะเเบร์ เมลอน 150มล.,55,43,น้ำหอมปรับอากาศ,2,8858764815277
โคอาล่าเดอะเเบร์ โอเชี่ยน 150มล.,55,43,น้ำหอมปรับอากาศ,1,8858764815284
